ligand_id,source_file,casf_explicit_isomeric_smiles,casf_explicit_nonisomeric_smiles,casf_heavy_isomeric_smiles,casf_heavy_nonisomeric_smiles,chembl3d_group,chembl3d_mol_id,chembl3d_isomeric_smiles,conformer_count
1sqa_1sqa_conf0,1sqa_1sqa_conf0.mol2,[H]c1nc(N([H])c2c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c([H])c3[H])c([H])c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c23)nc([H])c1[H],[H]c1nc(N([H])c2c([H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c([H])c3[H])c([H])c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c23)nc([H])c1[H],NC(=[NH2+])c1ccc2cc(C(=O)Nc3ccc(C[NH3+])cc3)cc(Nc3ncccn3)c2c1,NC(=[NH2+])c1ccc2cc(C(=O)Nc3ccc(C[NH3+])cc3)cc(Nc3ncccn3)c2c1,054,CHEMBL104166_0,NC(=[NH2+])c1ccc2cc(C(=O)Nc3ccc(C[NH3+])cc3)cc(Nc3ncccn3)c2c1,200
1uto_1uto_conf0,1uto_1uto_conf0.mol2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H],[NH3+]CCc1ccccc1,[NH3+]CCc1ccccc1,021,CHEMBL610_0,[NH3+]CCc1ccccc1,7
1yc1_1yc1_conf0,1yc1_1yc1_conf0.mol2,[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])([H])[H])c([H])c1-c1nn([H])c(C(=O)[O-])c1-c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,[H]Oc1c([H])c(O[H])c(C([H])([H])C([H])([H])[H])c([H])c1-c1nn([H])c(C(=O)[O-])c1-c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,CCc1cc(-c2n[nH]c(C(=O)[O-])c2-c2ccc3c(c2)OCO3)c(O)cc1O,CCc1cc(-c2n[nH]c(C(=O)[O-])c2-c2ccc3c(c2)OCO3)c(O)cc1O,042,CHEMBL178130_0,CCc1cc(-c2n[nH]c(C(=O)[O-])c2-c2ccc3c(c2)OCO3)c(O)cc1O,168
1ydr_1ydr_conf0,1ydr_1ydr_conf0.mol2,[H]c1nc([H])c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])c2c1[H],[H]c1nc([H])c2c([H])c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])C([H])([H])[H])c2c1[H],C[C@H]1C[NH2+]CCN1S(=O)(=O)c1cccc2cnccc12,CC1C[NH2+]CCN1S(=O)(=O)c1cccc2cnccc12,038,CHEMBL323556_0,C[C@H]1C[NH2+]CCN1S(=O)(=O)c1cccc2cnccc12,16
1ydt_1ydt_conf0,1ydt_1ydt_conf0.mol2,[H]/C(=C(/[H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c([H])c2c([H])nc([H])c([H])c12)c1c([H])c([H])c(Br)c([H])c1[H],[H]C(=C([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])N([H])S(=O)(=O)c1c([H])c([H])c([H])c2c([H])nc([H])c([H])c12)c1c([H])c([H])c(Br)c([H])c1[H],O=S(=O)(NCC[NH2+]C/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,O=S(=O)(NCC[NH2+]CC=Cc1ccc(Br)cc1)c1cccc2cnccc12,048,CHEMBL104264_0,O=S(=O)(NCC[NH2+]C/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,140
1z6e_1z6e_conf0,1z6e_1z6e_conf0.mol2,[H]c1nc(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])n(-c2c([H])c([H])c(N([H])C(=O)c3c([H])c(C(F)(F)F)nn3-c3c([H])c([H])c4onc(N([H])[H])c4c3[H])c(F)c2[H])c1[H],[H]c1nc(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])n(-c2c([H])c([H])c(N([H])C(=O)c3c([H])c(C(F)(F)F)nn3-c3c([H])c([H])c4onc(N([H])[H])c4c3[H])c(F)c2[H])c1[H],C[NH+](C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,C[NH+](C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,059,CHEMBL206335_0,C[NH+](C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,200
1z95_1z95_conf0,1z95_1z95_conf0.mol2,[H]O[C@@](C(=O)N([H])c1c([H])c([H])c(C#N)c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],[H]OC(C(=O)N([H])c1c([H])c([H])c(C#N)c(C(F)(F)F)c1[H])(C([H])([H])[H])C([H])([H])S(=O)(=O)c1c([H])c([H])c(F)c([H])c1[H],C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,043,CHEMBL409_0,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,198
1z9g_1z9g_conf0,1z9g_1z9g_conf0.mol2,[H]SC([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]SC([H])([H])C([H])(N([H])C(=O)C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],O=C([O-])CC(=O)N[C@@H](CS)Cc1ccccc1,O=C([O-])CC(=O)NC(CS)Cc1ccccc1,031,CHEMBL38405_0,O=C([O-])CC(=O)N[C@@H](CS)Cc1ccccc1,199
2br1_2br1_conf0,2br1_2br1_conf0.mol2,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2oc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c12,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2oc(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c12,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1,050,CHEMBL190201_0,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1,200
2brb_2brb_conf0,2brb_2brb_conf0.mol2,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2oc(-c3c([H])c([H])c([H])c([H])c3[H])c(-c3c([H])c([H])c([H])c([H])c3[H])c12,[H]OC([H])([H])C([H])([H])N([H])c1nc([H])nc2oc(-c3c([H])c([H])c([H])c([H])c3[H])c(-c3c([H])c([H])c([H])c([H])c3[H])c12,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,042,CHEMBL189434_0,OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,200
2c3i_2c3i_conf0,2c3i_2c3i_conf0.mol2,[H]c1nc2c([H])c([H])c(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])nn2c1-c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],[H]c1nc2c([H])c([H])c(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])nn2c1-c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,041,CHEMBL200528_1,CC(=O)c1cccc(-c2cnc3ccc(NCC4CC4)nn23)c1,200
2fvd_2fvd_conf0,2fvd_2fvd_conf0.mol2,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])nc(N([H])[H])c1C(=O)c1c(F)c(F)c([H])c([H])c1OC([H])([H])[H],[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])nc(N([H])[H])c1C(=O)c1c(F)c(F)c([H])c([H])c1OC([H])([H])[H],COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,051,CHEMBL384304_0,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,200
2hb1_2hb1_conf0,2hb1_2hb1_conf0.mol2,[H]c1sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c1Br,[H]c1sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c1Br,O=C([O-])COc1c(Br)csc1C(=O)[O-],O=C([O-])COc1c(Br)csc1C(=O)[O-],017,CHEMBL212296_0,O=C([O-])COc1c(Br)csc1C(=O)[O-],38
2p4y_2p4y_conf0,2p4y_2p4y_conf0.mol2,[H]c1c([H])c(O[C@@]([H])(C(=O)[O-])C([H])([H])[H])c([H])c(C([H])([H])n2c(C([H])([H])[H])c(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(OC(F)(F)F)c([H])c32)c1Cl,[H]c1c([H])c(OC([H])(C(=O)[O-])C([H])([H])[H])c([H])c(C([H])([H])n2c(C([H])([H])[H])c(-c3noc4c([H])c(OC([H])([H])[H])c([H])c([H])c34)c3c([H])c([H])c(OC(F)(F)F)c([H])c32)c1Cl,COc1ccc2c(-c3c(C)n(Cc4cc(O[C@H](C)C(=O)[O-])ccc4Cl)c4cc(OC(F)(F)F)ccc34)noc2c1,COc1ccc2c(-c3c(C)n(Cc4cc(OC(C)C(=O)[O-])ccc4Cl)c4cc(OC(F)(F)F)ccc34)noc2c1,061,CHEMBL519060_0,COc1ccc2c(-c3c(C)n(Cc4cc(O[C@H](C)C(=O)[O-])ccc4Cl)c4cc(OC(F)(F)F)ccc34)noc2c1,174
2pog_2pog_conf0,2pog_2pog_conf0.mol2,[H]Oc1c([H])c([H])c([C@]2([H])Oc3c([H])c([H])c([H])c(O[H])c3[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]23[H])c([H])c1[H],[H]Oc1c([H])c([H])c(C2([H])Oc3c([H])c([H])c([H])c(O[H])c3C3([H])C([H])([H])C([H])([H])C([H])([H])C23[H])c([H])c1[H],Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1,Oc1ccc(C2Oc3cccc(O)c3C3CCCC32)cc1,039,CHEMBL234638_0,Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1,10
2qbp_2qbp_conf0,2qbp_2qbp_conf0.mol2,[H]c1c([H])c([H])c(C([H])([H])S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(N([H])c3c([H])c([H])c([H])c(-c4sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c4Br)c3[H])C([H])([H])C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(N([H])c3c([H])c([H])c([H])c(-c4sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c4Br)c3[H])C([H])([H])C2([H])[H])c([H])c1[H],O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,060,CHEMBL541214_0,O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,200
2qbq_2qbq_conf0,2qbq_2qbq_conf0.mol2,[H]c1c([H])c(-c2sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c2Br)c([H])c(N([H])C2([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])c1[H],[H]c1c([H])c(-c2sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c2Br)c([H])c(N([H])C2([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])c1[H],CC1(C)CC(Nc2cccc(-c3sc(C(=O)[O-])c(OCC(=O)[O-])c3Br)c2)CC(C)(C)C1,CC1(C)CC(Nc2cccc(-c3sc(C(=O)[O-])c(OCC(=O)[O-])c3Br)c2)CC(C)(C)C1,057,CHEMBL243942_0,CC1(C)CC(Nc2cccc(-c3sc(C(=O)[O-])c(OCC(=O)[O-])c3Br)c2)CC(C)(C)C1,200
2qbr_2qbr_conf0,2qbr_2qbr_conf0.mol2,[H]c1c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c(-c3sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c3Br)c2[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c(-c3sc(C(=O)[O-])c(OC([H])([H])C(=O)[O-])c3Br)c2[H])c([H])c1[H],O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NCc3ccccc3)c2)c1Br,O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NCc3ccccc3)c2)c1Br,042,CHEMBL243731_0,O=C([O-])COc1c(C(=O)[O-])sc(-c2cccc(NCc3ccccc3)c2)c1Br,200
2v00_2v00_conf0,2v00_2v00_conf0.mol2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2nc(N([H])[H])n([H])c(=O)c2[H])c([H])c1[H],[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2nc(N([H])[H])n([H])c(=O)c2[H])c([H])c1[H],Nc1nc(CCc2ccccc2)cc(=O)[nH]1,Nc1nc(CCc2ccccc2)cc(=O)[nH]1,029,CHEMBL235821_0,Nc1nc(CCc2ccccc2)cc(=O)[nH]1,30
2wn9_2wn9_conf0,2wn9_2wn9_conf0.mol2,[H]Oc1c([H])c([H])c(/C([H])=C2/C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C2C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],COc1cc(O)ccc1/C=C1\CCCN=C1c1cccnc1,COc1cc(O)ccc1C=C1CCCN=C1c1cccnc1,040,CHEMBL1162395_0,COc1cc(O)ccc1/C=C1\CCCN=C1c1cccnc1,71
2wtv_2wtv_conf0,2wtv_2wtv_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc2c1C([H])([H])N=C(c1c(F)c([H])c([H])c([H])c1F)c1c([H])c(Cl)c([H])c([H])c1-2,[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc2c1C([H])([H])N=C(c1c(F)c([H])c([H])c([H])c1F)c1c([H])c(Cl)c([H])c([H])c1-2,O=C([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,O=C([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,048,CHEMBL259084_0,O=C([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,110
2xdl_2xdl_conf0,2xdl_2xdl_conf0.mol2,[H]Oc1c([H])c([H])c(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],[H]Oc1c([H])c([H])c(C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],CCN(CC)C(=O)c1ccc(O)c(OC)c1,CCN(CC)C(=O)c1ccc(O)c(OC)c1,033,CHEMBL1229908_0,CCN(CC)C(=O)c1ccc(O)c(OC)c1,58
2xnb_2xnb_conf0,2xnb_2xnb_conf0.mol2,[H]c1nc(N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])nc(-c2sc(=O)n(C([H])([H])[H])c2C([H])([H])[H])c1[H],[H]c1nc(N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])nc(-c2sc(=O)n(C([H])([H])[H])c2C([H])([H])[H])c1[H],Cc1c(-c2ccnc(Nc3ccc(N4CC[NH2+]CC4)cc3)n2)sc(=O)n1C,Cc1c(-c2ccnc(Nc3ccc(N4CC[NH2+]CC4)cc3)n2)sc(=O)n1C,050,CHEMBL3932121_0,Cc1c(-c2ccnc(Nc3ccc(N4CC[NH2+]CC4)cc3)n2)sc(=O)n1C,79
2yfe_2yfe_conf0,2yfe_2yfe_conf0.mol2,[H]Oc1c(C(=O)[O-])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c(OC([H])([H])[H])c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],[H]Oc1c(C(=O)[O-])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c(OC([H])([H])[H])c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],COc1cc(CCc2ccccc2)c(C(=O)[O-])c(O)c1CC=C(C)C,COc1cc(CCc2ccccc2)c(C(=O)[O-])c(O)c1CC=C(C)C,048,CHEMBL491820_0,COc1cc(CCc2ccccc2)c(C(=O)[O-])c(O)c1CC=C(C)C,155
2ymd_2ymd_conf0,2ymd_2ymd_conf0.mol2,[H]Oc1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])n2[H],[H]Oc1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])n2[H],[NH3+]CCc1c[nH]c2ccc(O)cc12,[NH3+]CCc1c[nH]c2ccc(O)cc12,026,CHEMBL39_0,[NH3+]CCc1c[nH]c2ccc(O)cc12,30
2zb1_2zb1_conf0,2zb1_2zb1_conf0.mol2,[H]c1c([H])c(-c2c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c([H])c2C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],[H]c1c([H])c(-c2c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c([H])c2C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,047,CHEMBL273158_0,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,200
